,ResponseId,device_use,Q20,actual_use,5_Q1,Smart Speaker_Q1_feat1,Smart Speaker_Q1_feat2,Smart Speaker_Q1_feat3,Smart Speaker_Q1_feat4,Smart Speaker_Q1_feat5,Smart Speaker_Q1_feat7,5_Q2,Smart Speaker_Q2_feat1,Smart Speaker_Q2_feat2,Smart Speaker_Q2_feat3,Smart Speaker_Q2_feat5,5_Q3,Smart Speaker_Q3_feat1,Smart Speaker_Q3_feat2,Smart Speaker_Q3_feat3,Smart Speaker_Q3_feat4,Smart Speaker_Q3_feat6,5_Q4,Smart Speaker_Q4_feat1,Smart Speaker_Q4_feat3,5_Q5,Smart Speaker_Q5_feat1,Smart Speaker_Q5_feat2,Smart Speaker_Q5_feat3,Smart Speaker_Q5_feat4,Smart Speaker_Q5_feat6,5_Q6,Smart Speaker_Q6_feat1,Smart Speaker_Q6_feat2,Smart Speaker_Q6_feat3,Smart Speaker_Q6_feat4,5_Q7,Smart Speaker_Q7_feat1,Smart Speaker_Q7_feat2,Smart Speaker_Q7_feat3,Smart Speaker_Q7_feat5,5_Q8,Smart Speaker_Q8_feat1,Smart Speaker_Q8_feat2,Smart Speaker_Q8_feat3,Smart Speaker_Q8_feat5,5_Q9,Smart Speaker_Q9_feat1,Smart Speaker_Q9_feat2,Smart Speaker_Q9_feat3,Smart Speaker_Q9_feat4,Smart Speaker_Q9_feat6,5_Q10,Smart Speaker_Q10_feat1,Smart Speaker_Q10_feat2,Smart Speaker_Q10_feat3,Smart Speaker_Q10_feat4,Smart Speaker_Q10_feat6,Smart Speaker_Q10_feat7,5_Q11,Smart Speaker_Q11_feat1,Smart Speaker_Q11_feat2,Smart Speaker_Q11_feat3,Smart Speaker_Q11_feat5,5_Q12,Smart Speaker_Q12_feat1,Smart Speaker_Q12_feat2,Smart Speaker_Q12_feat3,Smart Speaker_Q12_feat5,5_Q13,Smart Speaker_Q13_feat1,Smart Speaker_Q13_feat2,Smart Speaker_Q13_feat4
10,R_1KiJ47vnQJg9vvN,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
12,R_Z4bWr3CviU81sit,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
13,R_2qmTO2l6egv3qBO,"1,2,3,4,5,6","2,6",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
15,R_331nXs70lsz8m3C,"2,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
16,R_1eLZFCqyp8mWxX8,"2,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
17,R_rcfhxMWX7qcW89z,"1,2,3,4,5","2,5",1,1,1,0,0,0,0,0,5,0,0,0,1,"2,4",0,1,0,1,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,2,0,1,0,0,4,0,0,0,1,0,"2,4",0,1,0,1,0,0,3,0,0,1,0,5,0,0,0,1,4,0,0,1
18,R_23V1PpwMMQo8mBJ,"1,2,5",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
19,R_2P0XozVRw6OLUv6,"1,2,3,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
22,R_WDaenyWF6jvq8XT,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
23,R_2wd9b5HcePM2rNi,"1,2,3,4,5,6","1,2,3",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
24,R_UMzR8qzJB46ywud,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
25,R_31MWd1TrxoRyvVi,"1,2,3,4,5","2,4",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
26,R_2R8R701R6buARRN,"1,2,3,4,5,6","2,6",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
27,R_8CU5qwwvklIZKkp,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
28,R_1NFk6Rvb6W9pTBY,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
29,R_eCK31Ws8SfffJn3,"1,2,4,5",5,1,1,1,0,0,0,0,0,5,0,0,0,1,4,0,0,0,1,0,3,0,1,3,0,0,1,0,0,"2,3",0,1,1,0,5,0,0,0,1,"1,3",1,0,1,0,4,0,0,0,1,0,"2,4",0,1,0,1,0,0,3,0,0,1,0,5,0,0,0,1,4,0,0,1
30,R_3FIDKh8Phn9KPhn,"1,2,3,4,5,6","2,4,5",1,1,1,0,0,0,0,0,2,0,1,0,0,4,0,0,0,1,0,3,0,1,2,0,1,0,0,0,3,0,0,1,0,5,0,0,0,1,"1,2,3",1,1,1,0,4,0,0,0,1,0,"2,4",0,1,0,1,0,0,3,0,0,1,0,5,0,0,0,1,4,0,0,1
31,R_2qwvc4nZgMOFDaS,"1,2,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
34,R_2OHzFG8iRPXGAi7,"1,2,3,4,5,6",1,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
35,R_cYBqv6EubeNquDT,"1,2,3,4,5","1,2",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
36,R_2rHZohAlfMaktv5,"1,2,3,4,5","1,2,4",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
39,R_3LYXGPCHAPOHy6l,"1,2,3,4,5,6","2,5,6",1,1,1,0,0,0,0,0,5,0,0,0,1,4,0,0,0,1,0,3,0,1,3,0,0,1,0,0,"2,3",0,1,1,0,5,0,0,0,1,"2,3",0,1,1,0,4,0,0,0,1,0,"2,4",0,1,0,1,0,0,3,0,0,1,0,5,0,0,0,1,4,0,0,1
40,R_3GAKRMQgF89anh7,"1,2,4,5",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
43,R_12ElUaSzJ39vFkG,"1,2,3,4,5,6",3,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
44,R_3J4dwvyzFeEbwcm,"1,2,3,4,5,6","1,4,5",1,1,1,0,0,0,0,0,2,0,1,0,0,4,0,0,0,1,0,3,0,1,"2,3,4",0,1,1,1,0,"2,3",0,1,1,0,5,0,0,0,1,"1,2",1,1,0,0,4,0,0,0,1,0,"2,4",0,1,0,1,0,0,3,0,0,1,0,5,0,0,0,1,4,0,0,1
45,R_2fIhojthc5nwIXi,"1,2,3,4,5,6","2,5,6",1,1,1,0,0,0,0,0,2,0,1,0,0,"2,4",0,1,0,1,0,3,0,1,2,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,"1,2,3",1,1,1,0,4,0,0,0,1,0,"2,4",0,1,0,1,0,0,3,0,0,1,0,5,0,0,0,1,4,0,0,1
48,R_1P29MRntmFq5g7X,"1,2,3,4,5,6","1,2,3,4,5,6",1,"1,2,3,4,5",1,1,1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,1,1,0,"1,2,3,4",1,1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,"1,2,3,4",1,1,1,1,0,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2",1,1,0
49,R_BMygX0dF1supMyd,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
50,R_1resJxU9NUWxdo8,"1,2,5,6","1,5",1,1,1,0,0,0,0,0,5,0,0,0,1,4,0,0,0,1,0,1,1,0,3,0,0,1,0,0,3,0,0,1,0,5,0,0,0,1,"1,3",1,0,1,0,4,0,0,0,1,0,"2,4",0,1,0,1,0,0,3,0,0,1,0,5,0,0,0,1,4,0,0,1
51,R_6WmIK4QgrbDx56h,"1,2,3,4,5,6","2,5",1,1,1,0,0,0,0,0,5,0,0,0,1,4,0,0,0,1,0,3,0,1,"3,4",0,0,1,1,0,3,0,0,1,0,5,0,0,0,1,1,1,0,0,0,4,0,0,0,1,0,"2,4",0,1,0,1,0,0,3,0,0,1,0,5,0,0,0,1,4,0,0,1
53,R_11XzlLgfqPYa28P,"1,2,3,4,5,6","1,4",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
54,R_1IBhY0SKPzm2J3S,"1,2,3,4,5,6",3,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
55,R_12nihNfsVhQsV3c,"1,2,4,5","2,4",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
56,R_3KImLHjyUMbqQja,"1,2,3,4,5,6","2,6",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
57,R_3k0tjA00HvJcbS6,"1,2,3,4,5",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
58,R_3hFlx8QPd98RTT0,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
59,R_3HNv1NMaW588ccj,"1,2,3,4,5,6",5,1,1,1,0,0,0,0,0,5,0,0,0,1,4,0,0,0,1,0,3,0,1,4,0,0,0,1,0,1,1,0,0,0,5,0,0,0,1,"1,2,3",1,1,1,0,4,0,0,0,1,0,"2,4",0,1,0,1,0,0,3,0,0,1,0,5,0,0,0,1,4,0,0,1
60,R_3Dda48Nr1zARub0,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
61,R_1jqsAmJunh7nxVd,"1,2,3,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
62,R_xlvSzGoYl8DEleV,"1,2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
63,R_1oFs3aRMiO1g9po,"1,2,3,4,5,6","4,5",1,1,1,0,0,0,0,0,5,0,0,0,1,"2,4",0,1,0,1,0,3,0,1,"2,3",0,1,1,0,0,1,1,0,0,0,3,0,0,1,0,1,1,0,0,0,4,0,0,0,1,0,"2,4",0,1,0,1,0,0,3,0,0,1,0,5,0,0,0,1,4,0,0,1
64,R_9oWAjQtyFvI8XeN,"1,2,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
65,R_qymChD1LZ8wUy7D,"2,3,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
66,R_XBce7uEdCKJ0Djr,"2,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
67,R_s7fF9qrF4JPkg6Z,"2,4,5,6",4,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
69,R_3ma7OnGb8tvGdfb,"1,2,4,5,6",6,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
70,R_1rdbZnpP0aNdrlQ,"2,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
71,R_uri6IToD6CKNdeN,"1,2,4,5,6",5,1,1,1,0,0,0,0,0,5,0,0,0,1,4,0,0,0,1,0,1,1,0,2,0,1,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,4,0,0,0,1,0,2,0,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,4,0,0,1
73,R_ROJ7D5LaUcJ1V0R,"2,4,5,6",2,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
75,R_3FOibIxxLmO2Tl3,"2,4,5,6","2,4",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
76,R_1IyARATsM45e8pg,"2,4,5,6","2,6",0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,0,no_values,0,0,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0,0,no_values,0,0,0
