,ResponseId,Q1,Q1_feat1,Q1_feat2,Q1_feat3,Q1_feat4,Q1_feat5,Q1_feat7,Q2,Q2_feat1,Q2_feat2,Q2_feat3,Q2_feat5,Q3,Q3_feat1,Q3_feat2,Q3_feat3,Q3_feat4,Q3_feat6,Q4,Q4_feat1,Q4_feat3,Q5,Q5_feat1,Q5_feat2,Q5_feat3,Q5_feat4,Q5_feat6,Q6,Q6_feat1,Q6_feat2,Q6_feat3,Q6_feat4,Q7,Q7_feat1,Q7_feat2,Q7_feat3,Q7_feat5,Q8,Q8_feat1,Q8_feat2,Q8_feat3,Q8_feat5,Q9,Q9_feat1,Q9_feat2,Q9_feat3,Q9_feat4,Q9_feat6,Q10,Q10_feat1,Q10_feat2,Q10_feat3,Q10_feat4,Q10_feat6,Q10_feat7,Q11,Q11_feat1,Q11_feat2,Q11_feat3,Q11_feat5,Q12,Q12_feat1,Q12_feat2,Q12_feat3,Q12_feat5,Q13,Q13_feat1,Q13_feat2,Q13_feat4
20,R_3nwNySHdhJhHWpi,"2,5",0,1,0,0,1,0,3,0,0,1,0,"1,2,3",1,1,1,0,0,3,0,1,2,0,1,0,0,0,3,0,0,1,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
21,R_2PoOuwLmJD6Mk8T,4,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,5,0,0,0,1,2,0,1,0,0,0,6,0,0,0,0,1,0,2,0,1,0,0,1,1,0,0,0,1,1,0,0
22,R_WDaenyWF6jvq8XT,"2,5",0,1,0,0,1,0,3,0,0,1,0,"1,2,3",1,1,1,0,0,3,0,1,1,1,0,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,"2,3",0,1,1,0,"1,3",1,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
23,R_2wd9b5HcePM2rNi,"2,4,5",0,1,0,1,1,0,3,0,0,1,0,3,0,0,1,0,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,"1,2",1,1,0,0,"2,3",0,1,1,0,"1,2,3",1,1,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,1,1,0,0
24,R_UMzR8qzJB46ywud,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,3,0,0,1,0,0,"1,2,3",1,1,1,0,0,0,2,0,1,0,0,5,0,0,0,1,1,1,0,0
25,R_31MWd1TrxoRyvVi,"2,5",0,1,0,0,1,0,5,0,0,0,1,"1,3",1,0,1,0,0,3,0,1,2,0,1,0,0,0,3,0,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,"2,3",0,1,1,0,0,6,0,0,0,0,1,0,"1,2",1,1,0,0,5,0,0,0,1,1,1,0,0
26,R_2R8R701R6buARRN,"2,5",0,1,0,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,"2,3",0,1,1,0,5,0,0,0,1,"1,2,3",1,1,1,0,0,"3,4",0,0,1,1,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
27,R_8CU5qwwvklIZKkp,"2,5",0,1,0,0,1,0,5,0,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"1,3",1,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
28,R_1NFk6Rvb6W9pTBY,"2,5",0,1,0,0,1,0,5,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,3,0,0,1,0,0,"3,4",0,0,1,1,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
29,R_eCK31Ws8SfffJn3,"2,5",0,1,0,0,1,0,5,0,0,0,1,"1,2",1,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,"1,2",1,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,1,1,0,0,0,1,1,0,0
30,R_3FIDKh8Phn9KPhn,"1,2,4,5",1,1,0,1,1,0,3,0,0,1,0,"1,2,3",1,1,1,0,0,3,0,1,2,0,1,0,0,0,3,0,0,1,0,5,0,0,0,1,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,0,3,0,0,1,0,0,0,"1,2,3",1,1,1,0,5,0,0,0,1,"1,2",1,1,0
31,R_2qwvc4nZgMOFDaS,"2,5",0,1,0,0,1,0,1,1,0,0,0,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,"1,3",1,0,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
32,R_21A4xXlvRoXPWnP,7,0,0,0,0,0,1,3,0,0,1,0,"1,3",1,0,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,2,0,1,0,0,"1,2,3",1,1,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,"1,2",1,1,0
33,R_T27fKGxjksMGzh7,4,0,0,0,1,0,0,5,0,0,0,1,"1,2,3",1,1,1,0,0,3,0,1,1,1,0,0,0,0,2,0,1,0,0,"1,2",1,1,0,0,2,0,1,0,0,2,0,1,0,0,0,"3,4",0,0,1,1,0,0,2,0,1,0,0,"1,3",1,0,1,0,"1,2",1,1,0
34,R_2OHzFG8iRPXGAi7,"2,3",0,1,1,0,0,0,2,0,1,0,0,2,0,1,0,0,0,1,1,0,3,0,0,1,0,0,2,0,1,0,0,2,0,1,0,0,2,0,1,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,2,0,1,0,0,2,0,1,0
35,R_cYBqv6EubeNquDT,7,0,0,0,0,0,1,5,0,0,0,1,"1,3",1,0,1,0,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,"1,2,3",1,1,1,0,5,0,0,0,1,2,0,1,0,0,0,6,0,0,0,0,1,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
36,R_2rHZohAlfMaktv5,"2,3,4,5",0,1,1,1,1,0,1,1,0,0,0,"1,2,3",1,1,1,0,0,1,1,0,"1,3",1,0,1,0,0,"2,3",0,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,"1,2,3",1,1,1,0,"1,2",1,1,0
37,R_2dAYaiQrUv4UiKi,"2,5",0,1,0,0,1,0,1,1,0,0,0,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,3,0,0,1,0,1,1,0,0,0,3,0,0,1,0,0,6,0,0,0,0,1,0,2,0,1,0,0,"1,2",1,1,0,0,4,0,0,1
38,R_6MAL6TqVSgiK06Z,5,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0
39,R_3LYXGPCHAPOHy6l,"1,2,5",1,1,0,0,1,0,3,0,0,1,0,"1,2,3,4",1,1,1,1,0,3,0,1,2,0,1,0,0,0,3,0,0,1,0,3,0,0,1,0,"1,3",1,0,1,0,"3,4",0,0,1,1,0,"2,3,4",0,1,1,1,0,0,"2,3",0,1,1,0,"2,3",0,1,1,0,4,0,0,1
40,R_3GAKRMQgF89anh7,"1,2",1,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,"1,2",1,1,0,0,1,1,0,0,0,4,0,0,0,1,0,"2,3",0,1,1,0,0,0,3,0,0,1,0,"1,3",1,0,1,0,4,0,0,1
41,R_20MNPYAnbdh09ff,"2,3,5",0,1,1,0,1,0,1,1,0,0,0,"1,2,3",1,1,1,0,0,1,1,0,"1,3",1,0,1,0,0,"2,3",0,1,1,0,"1,2,3",1,1,1,0,"2,3",0,1,1,0,"1,2,3",1,1,1,0,0,"3,4",0,0,1,1,0,0,"1,2",1,1,0,0,"1,2,3",1,1,1,0,"1,2",1,1,0
42,R_3NTYlYxpNXx8TeK,"1,2,3",1,1,1,0,0,0,"1,2",1,1,0,0,"2,3",0,1,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,"1,2",1,1,0,0,"1,2",1,1,0,0,"1,2",1,1,0,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,"1,2",1,1,0,0,"1,2",1,1,0
43,R_12ElUaSzJ39vFkG,2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,4,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0
44,R_3J4dwvyzFeEbwcm,"1,2,4,5",1,1,0,1,1,0,3,0,0,1,0,"1,2,3,4",1,1,1,1,0,3,0,1,1,1,0,0,0,0,"2,3",0,1,1,0,"1,2,3",1,1,1,0,"1,3",1,0,1,0,"3,4",0,0,1,1,0,"2,3,4",0,1,1,1,0,0,"1,2,3",1,1,1,0,3,0,0,1,0,2,0,1,0
45,R_2fIhojthc5nwIXi,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,"2,3,4",0,1,1,1,0,3,0,1,3,0,0,1,0,0,"2,3",0,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"3,4",0,0,1,1,0,"2,3,4",0,1,1,1,0,0,"1,2,3",1,1,1,0,5,0,0,0,1,4,0,0,1
46,R_25Qn0gdzACWGdcv,"1,2,3,4,5",1,1,1,1,1,0,1,1,0,0,0,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,"2,3",0,1,1,0,"1,2",1,1,0,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,0,"1,2,3,4",1,1,1,1,0,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2",1,1,0
47,R_6SzeZZ0CryPDVVT,2,0,1,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,0,5,0,0,0,1,5,0,0,0,1,2,0,1,0
48,R_1P29MRntmFq5g7X,"1,2,3,4,5",1,1,1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,1,1,0,"1,2,3,4",1,1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,"1,2,3,4,6",1,1,1,1,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2",1,1,0
49,R_BMygX0dF1supMyd,"2,5",0,1,0,0,1,0,5,0,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,"1,2",1,1,0,0,3,0,0,1,0,"1,2,3",1,1,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,2,0,1,0
50,R_1resJxU9NUWxdo8,"1,2,4,5",1,1,0,1,1,0,3,0,0,1,0,"1,2,3,4",1,1,1,1,0,3,0,1,3,0,0,1,0,0,3,0,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,"2,3,4",0,1,1,1,0,"2,3,4",0,1,1,1,0,0,"1,2,3",1,1,1,0,2,0,1,0,0,"1,2",1,1,0
51,R_6WmIK4QgrbDx56h,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,2,0,1,0,0,"3,4",0,0,1,1,0,"1,3,4",1,0,1,1,0,0,"2,3",0,1,1,0,"1,2,3",1,1,1,0,4,0,0,1
52,R_8cgz6AXXDvwcadj,"2,3,4,5",0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,1,0,0,"1,2,3",1,1,1,0,2,0,1,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,"1,2",1,1,0
53,R_11XzlLgfqPYa28P,"1,2,3,4,5",1,1,1,1,1,0,3,0,0,1,0,"1,2,3,4",1,1,1,1,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,"1,2,3",1,1,1,0,"1,3,4",1,0,1,1,0,"2,3",0,1,1,0,0,0,"1,2,3",1,1,1,0,"2,3",0,1,1,0,4,0,0,1
54,R_1IBhY0SKPzm2J3S,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,"1,2,3",1,1,1,0,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,"1,2",1,1,0
55,R_12nihNfsVhQsV3c,2,0,1,0,0,0,0,1,1,0,0,0,"1,2,3",1,1,1,0,0,1,1,0,2,0,1,0,0,0,3,0,0,1,0,"1,2",1,1,0,0,"1,2,3",1,1,1,0,6,0,0,0,0,1,"1,3",1,0,1,0,0,0,2,0,1,0,0,"1,2",1,1,0,0,"1,2",1,1,0
56,R_3KImLHjyUMbqQja,"1,2",1,1,0,0,0,0,3,0,0,1,0,"1,2,3,4",1,1,1,1,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"1,2,3,4",1,1,1,1,0,0,"1,2",1,1,0,0,1,1,0,0,0,4,0,0,1
57,R_3k0tjA00HvJcbS6,7,0,0,0,0,0,1,3,0,0,1,0,"1,2",1,1,0,0,0,1,1,0,1,1,0,0,0,0,"2,3",0,1,1,0,"1,2,3",1,1,1,0,"1,2",1,1,0,0,"1,2,3",1,1,1,0,0,6,0,0,0,0,1,0,"1,2,3",1,1,1,0,"1,2,3",1,1,1,0,"1,2",1,1,0
58,R_3hFlx8QPd98RTT0,"2,5",0,1,0,0,1,0,5,0,0,0,1,2,0,1,0,0,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,5,0,0,0,1,"1,2,3",1,1,1,0,0,"2,3",0,1,1,0,0,0,2,0,1,0,0,1,1,0,0,0,1,1,0,0
59,R_3HNv1NMaW588ccj,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,"3,4",0,0,1,1,0,3,0,1,2,0,1,0,0,0,1,1,0,0,0,5,0,0,0,1,"1,2",1,1,0,0,"2,3,4",0,1,1,1,0,"2,3,4",0,1,1,1,0,0,"1,2,3",1,1,1,0,5,0,0,0,1,4,0,0,1
60,R_3Dda48Nr1zARub0,"2,5",0,1,0,0,1,0,1,1,0,0,0,2,0,1,0,0,0,1,1,0,2,0,1,0,0,0,3,0,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,"1,2,3",1,1,1,0,0,3,0,0,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,4,0,0,1
61,R_1jqsAmJunh7nxVd,"2,5",0,1,0,0,1,0,3,0,0,1,0,"1,2,4",1,1,0,1,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,"2,3",0,1,1,0,"1,2,3",1,1,1,0,0,2,0,1,0,0,0,0,"1,2",1,1,0,0,1,1,0,0,0,1,1,0,0
62,R_xlvSzGoYl8DEleV,"2,5",0,1,0,0,1,0,5,0,0,0,1,3,0,0,1,0,0,3,0,1,2,0,1,0,0,0,3,0,0,1,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"2,3",0,1,1,0,0,0,"1,2",1,1,0,0,5,0,0,0,1,2,0,1,0
63,R_1oFs3aRMiO1g9po,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,"1,2,3,4",1,1,1,1,0,3,0,1,3,0,0,1,0,0,3,0,0,1,0,"2,3",0,1,1,0,"1,2,3",1,1,1,0,"1,2,3,4",1,1,1,1,0,"2,3,4",0,1,1,1,0,0,"2,3",0,1,1,0,2,0,1,0,0,"1,2",1,1,0
64,R_9oWAjQtyFvI8XeN,"1,2,5",1,1,0,0,1,0,3,0,0,1,0,"1,2,3",1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"3,4",0,0,1,1,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
65,R_qymChD1LZ8wUy7D,2,0,1,0,0,0,0,5,0,0,0,1,"1,2",1,1,0,0,0,1,1,0,2,0,1,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,"1,2",1,1,0
66,R_XBce7uEdCKJ0Djr,2,0,1,0,0,0,0,1,1,0,0,0,"2,3",0,1,1,0,0,3,0,1,2,0,1,0,0,0,3,0,0,1,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,2,0,1,0
67,R_s7fF9qrF4JPkg6Z,"2,5",0,1,0,0,1,0,5,0,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,1,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"2,3",0,1,1,0,0,0,2,0,1,0,0,5,0,0,0,1,1,1,0,0
68,R_1rNAARYOaMEGxXM,"1,2,3",1,1,1,0,0,0,"1,2",1,1,0,0,"1,2,4",1,1,0,1,0,1,1,0,"1,3",1,0,1,0,0,"1,2",1,1,0,0,"1,2,3",1,1,1,0,"1,2",1,1,0,0,"1,2,3",1,1,1,0,0,"1,2,3,4",1,1,1,1,0,0,"1,2",1,1,0,0,"1,2",1,1,0,0,"1,2",1,1,0
69,R_3ma7OnGb8tvGdfb,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,3,0,0,1,0,2,0,1,0,0,3,0,0,1,0,0,"1,2",1,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,1,1,0,0
70,R_1rdbZnpP0aNdrlQ,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,"2,3,4",0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,"1,2",1,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,1,1,0,0
71,R_uri6IToD6CKNdeN,"1,2,5",1,1,0,0,1,0,5,0,0,0,1,"1,2,3,4",1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,1,5,0,0,0,1,"3,4",0,0,1,1,0,"1,2,3",1,1,1,0,0,0,"1,2,3",1,1,1,0,1,1,0,0,0,4,0,0,1
72,R_1kXHTithHBLWyKG,"2,5",0,1,0,0,1,0,5,0,0,0,1,2,0,1,0,0,0,3,0,1,1,1,0,0,0,0,3,0,0,1,0,"1,2",1,1,0,0,5,0,0,0,1,"1,3",1,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,5,0,0,0,1,4,0,0,1
